dt_gmt8,cum_bankroll
2025-06-25 18:30:00+00:00,31981.43
2025-06-25 18:30:00+00:00,71438.89
2025-06-25 18:30:00+00:00,29209.65
2025-06-25 18:30:00+00:00,59572.07
2025-06-25 18:30:00+00:00,57582.94
2025-06-25 18:30:00+00:00,41493.55
2025-06-25 18:30:00+00:00,33385.14
2025-06-25 18:30:00+00:00,64737.70
2025-06-25 18:30:00+00:00,51983.67
2025-06-25 18:30:00+00:00,22720.74
2025-06-25 18:30:00+00:00,34727.07
2025-06-25 18:30:00+00:00,59682.71
2025-06-25 19:00:00+00:00,321765148.82
2025-06-25 19:00:00+00:00,48672132.21
2025-06-25 19:00:00+00:00,75862626.95
2025-06-25 19:00:00+00:00,69989648.53
2025-06-25 19:35:00+00:00,332843006.21
2025-06-25 19:35:00+00:00,73226669.77
2025-06-25 19:35:00+00:00,50494079.15
2025-06-26 07:30:00+00:00,76613403.25
2025-06-26 07:30:00+00:00,364342956.28
2025-06-26 07:30:00+00:00,80208787.53
2025-06-26 07:30:00+00:00,79371273.45
2025-06-26 07:30:00+00:00,78676506.35
2025-06-26 07:30:00+00:00,380727533.31
2025-06-26 07:30:00+00:00,51142981.51
2025-06-26 07:30:00+00:00,348236995.24
2025-06-26 07:30:00+00:00,52418935.74
2025-06-26 08:30:00+00:00,74742681.03
2025-06-26 08:30:00+00:00,53993034.02
2025-06-26 08:30:00+00:00,51293382.32
2025-06-26 08:30:00+00:00,79676932.81
2025-06-26 08:30:00+00:00,77927197.89
2025-06-26 08:30:00+00:00,395530879.62
2025-06-26 08:30:00+00:00,378142799.71
2025-06-26 08:30:00+00:00,398045052.33
2025-06-26 09:30:00+00:00,71005546.98
2025-06-26 09:30:00+00:00,375754335.64
2025-06-26 10:05:00+00:00,52493845.76
2025-06-26 10:05:00+00:00,82218723.52
2025-06-26 11:41:00+00:00,50111482.34
2025-06-26 11:41:00+00:00,79089631.18
2025-06-26 19:35:00+00:00,75135149.62
2025-06-26 19:35:00+00:00,356966618.86
2025-06-26 19:35:00+00:00,68609211.16
2025-06-26 19:35:00+00:00,47605908.22
2025-06-26 20:00:00+00:00,65178750.60
2025-06-26 20:00:00+00:00,339118287.92
2025-06-26 20:00:00+00:00,71645724.03
2025-06-26 20:00:00+00:00,45479699.61
2025-06-27 18:30:00+00:00,65878498.40
2025-06-27 18:30:00+00:00,46218402.15
2025-06-28 17:00:00+00:00,69095023.61
2025-06-28 17:00:00+00:00,44584363.57
2025-06-28 17:00:00+00:00,43355.45
2025-06-28 17:00:00+00:00,63865712.78
2025-06-28 17:00:00+00:00,32462.28
2025-06-28 17:30:00+00:00,42508.03
2025-06-28 17:30:00+00:00,75850.24
2025-06-28 17:30:00+00:00,32190.09
2025-06-28 17:30:00+00:00,44866.31
2025-06-28 17:30:00+00:00,58737.64
2025-06-28 17:30:00+00:00,28481.75
2025-06-28 17:30:00+00:00,40826.13
2025-06-28 17:30:00+00:00,63201.77
2025-06-28 18:00:00+00:00,29706.05
2025-06-28 18:00:00+00:00,362728107.74
2025-06-28 18:00:00+00:00,351440027.23
2025-06-28 18:00:00+00:00,62127.10
2025-06-28 18:00:00+00:00,59020.74
2025-06-28 18:00:00+00:00,36225.85
2025-06-28 18:00:00+00:00,23771.58
2025-06-28 18:00:00+00:00,54387.91
2025-06-28 18:00:00+00:00,50075.08
2025-06-28 18:00:00+00:00,66526851.47
2025-06-28 18:00:00+00:00,64080716.27
2025-06-28 18:00:00+00:00,62354326.27
2025-06-28 18:00:00+00:00,33678.88
2025-06-28 18:00:00+00:00,64102.34
2025-06-28 18:00:00+00:00,65400.99
2025-06-28 18:00:00+00:00,62443.04
2025-06-28 18:00:00+00:00,79139.65
2025-06-28 18:00:00+00:00,76761.81
2025-06-28 18:00:00+00:00,57460.11
2025-06-28 18:00:00+00:00,55138.17
2025-06-28 18:00:00+00:00,33182.74
2025-06-28 18:00:00+00:00,34929.20
2025-06-28 18:00:00+00:00,74009.10
2025-06-28 18:00:00+00:00,43611.29
2025-06-28 18:00:00+00:00,44474.03
2025-06-28 18:00:00+00:00,32609.61
2025-06-28 18:00:00+00:00,33816.10
2025-06-28 18:00:00+00:00,112297.09
2025-06-28 18:00:00+00:00,59587.67
2025-06-28 18:00:00+00:00,31994.94
2025-06-28 18:00:00+00:00,107856.49
2025-06-28 18:00:00+00:00,75915.24
2025-06-28 18:00:00+00:00,46426.03
2025-06-28 18:00:00+00:00,45523.42
2025-06-28 18:00:00+00:00,60295.21
2025-06-28 18:00:00+00:00,62327.28
2025-06-28 18:00:00+00:00,44056.80
2025-06-28 18:00:00+00:00,44643.05
2025-06-28 18:00:00+00:00,32148.75
2025-06-28 18:00:00+00:00,45529314.87
2025-06-28 18:00:00+00:00,64389.29
2025-06-28 18:00:00+00:00,61169.83
2025-06-28 18:00:00+00:00,54085.24
2025-06-28 18:00:00+00:00,63489.10
2025-06-28 18:00:00+00:00,60682.53
2025-06-28 18:00:00+00:00,29268.99
2025-06-28 18:00:00+00:00,30809.47
2025-06-28 18:00:00+00:00,40578.62
2025-06-28 18:00:00+00:00,42714.33
2025-06-28 18:00:00+00:00,60361.48
2025-06-28 18:00:00+00:00,60314.64
2025-06-28 18:00:00+00:00,33460.57
2025-06-28 18:00:00+00:00,31787.54
2025-06-28 18:00:00+00:00,34005.57
2025-06-28 18:00:00+00:00,77881.42
2025-06-28 18:00:00+00:00,74438.63
2025-06-28 18:00:00+00:00,71711200.96
2025-06-28 18:00:00+00:00,47387.44
2025-06-28 18:00:00+00:00,46653.91
2025-06-29 07:30:00+00:00,47635045.68
2025-06-29 07:30:00+00:00,64901899.82
2025-06-29 07:30:00+00:00,73152147.90
2025-06-29 07:30:00+00:00,46577434.66
2025-06-29 07:30:00+00:00,72257124.78
2025-06-29 07:30:00+00:00,75027844.00
2025-06-29 07:30:00+00:00,353659905.04
2025-06-29 08:30:00+00:00,50730428.25
2025-06-29 08:30:00+00:00,79095471.32
2025-06-29 08:30:00+00:00,75599016.80
2025-06-29 08:30:00+00:00,66248105.93
2025-06-29 08:30:00+00:00,48731641.02
2025-06-29 08:30:00+00:00,361838290.35
2025-06-29 10:30:00+00:00,375244587.81
2025-06-29 10:30:00+00:00,68287992.28
2025-06-29 17:00:00+00:00,63104.19
2025-06-29 17:00:00+00:00,24847.20
2025-06-29 17:00:00+00:00,55119.72
