datetime_gmt8,league,league_short,league_flag,league_color,home_name,away_name,odds_1,odds_x,odds_2,league_tier,competition_type,is_future,status,ah_line_home,ah_line_away,ah_odds_home,ah_odds_away,home_score,away_score,has_recommendation,rec_text,line,rec_odds,ev,confidence,kings_call,kings_call_agreement,primary_signal,secondary_signal
2025-09-24 01:00:00,Spain La Liga,La Liga,🇪🇸,#ee8900,Athletic Club Bilbao,Girona FC,1.4,4.33,6.5,1,league,True,incomplete,-1.25,1.25,1.925,1.925,0,0,True,Girona FC +1.25,1.25,1.925,0.2062316735141125,High,,,kings-call,value
2025-09-24 02:45:00,Scotland Premiership,Premiership,🏴󠁧󠁢󠁳󠁣󠁴󠁿,#005eb8,Falkirk,Hibernian,2.56,3.14,2.43,3,league,True,incomplete,0.0,-0.0,1.925,1.925,0,0,True,Hibernian -0.0,-0.0,1.925,0.1944308384274491,High,,,kings-call,value
2025-09-24 02:45:00,Scotland Premiership,Premiership,🏴󠁧󠁢󠁳󠁣󠁴󠁿,#005eb8,Dundee United,Aberdeen,2.36,3.23,2.59,3,league,True,incomplete,0.0,-0.0,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-24 03:15:00,Portugal Liga NOS,Liga NOS,🇵🇹,#046a38,Benfica,Rio Ave FC,1.1,9.5,23.0,2,league,True,incomplete,-2.0,2.0,1.925,1.925,0,0,True,Rio Ave FC +2.0,2.0,1.925,0.6044489667108242,High,,,kings-call,value
2025-09-24 03:30:00,Spain La Liga,La Liga,🇪🇸,#ee8900,Levante UD,Real Madrid,8.0,5.2,1.3,1,league,True,incomplete,1.5,-1.5,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-24 03:30:00,Spain La Liga,La Liga,🇪🇸,#ee8900,Sevilla FC,Villarreal,2.95,3.4,2.3,1,league,True,incomplete,0.25,-0.25,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-25 01:00:00,Spain La Liga,La Liga,🇪🇸,#ee8900,Getafe CF,Deportivo Alavés,2.2,2.8,3.54,1,league,True,incomplete,-0.25,0.25,1.925,1.925,0,0,True,Deportivo Alavés +0.25,0.25,1.925,0.1219238726396663,High,,,hot-pick,value
2025-09-25 02:00:00,Netherlands Eredivisie,Eredivisie,🇳🇱,#ff6200,AZ,PEC Zwolle,1.3,5.7,8.3,2,league,True,incomplete,-1.5,1.5,1.925,1.925,0,0,True,PEC Zwolle +1.5,1.5,1.925,0.561368160866696,High,,,kings-call,value
2025-09-25 03:30:00,Spain La Liga,La Liga,🇪🇸,#ee8900,Atlético Madrid,Rayo Vallecano,1.44,4.0,6.5,1,league,True,incomplete,-1.25,1.25,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-25 03:30:00,Spain La Liga,La Liga,🇪🇸,#ee8900,Real Sociedad,RCD Mallorca,1.76,3.45,4.75,1,league,True,incomplete,-0.75,0.75,1.925,1.925,0,0,True,RCD Mallorca +0.75,0.75,1.925,0.0895790338340543,High,,,value-bet,value
